rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published
00000007703479,E09000031,Waltham Forest,Outer London - East and North East,202963057,STAND 27,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,60.79,2650.0,2010-02-02 00:00:00+00:00,2010,2011-03,1078.5500000000002,J.T. PRODUCE LTD,1571.2,True,2003-04-01,2922.0,True
00000007703483,E09000031,Waltham Forest,Outer London - East and North East,202964057,STAND 28,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,72.8,3400.0,2010-04-01 00:00:00+00:00,2010,2011-03,1383.8000000000002,B.J. NEALE & CO LTD,0.0,True,1994-04-01,6209.0,True
00000007703498,E09000031,Waltham Forest,Outer London - East and North East,202966057,STAND 29,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,210.8,5200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2116.4,TYDENE LIMITED,3191.5,True,2006-03-17,1841.0,True
0000000770350B,E09000031,Waltham Forest,Outer London - East and North East,202968057,STAND 30,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,318.0,15000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6105.0,,,True,2010-04-01,,True
00000007703534,E09000031,Waltham Forest,Outer London - East and North East,202972057,STAND 33,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,255.1,11000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4477.0,,,True,2010-04-01,,True
00000007703549,E09000031,Waltham Forest,Outer London - East and North East,202973057,STAND 34,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,127.7,5100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2075.7000000000003,,,True,2010-04-01,,True
00000007703553,E09000031,Waltham Forest,Outer London - East and North East,202974057,STAND 35,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,85.6,4150.0,2010-04-01 00:00:00+00:00,2010,2011-03,1689.0500000000002,,,True,2010-04-01,,True
00000007703568,E09000031,Waltham Forest,Outer London - East and North East,202975057,STAND 36,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,122.0,5100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2075.7000000000003,,,True,2010-04-01,,True
00000007703572,E09000031,Waltham Forest,Outer London - East and North East,202976057,STAND 37,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,474.66,12000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4884.0,WALDON (FRUIT) LTD,4582.67,True,1994-04-01,6209.0,True
00000007703587,E09000031,Waltham Forest,Outer London - East and North East,202977057,STAND 38,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,51.7,2175.0,2010-04-01 00:00:00+00:00,2010,2011-03,885.225,,,True,2010-04-01,,True
00000007703591,E09000031,Waltham Forest,Outer London - East and North East,202978057,STAND 39,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,135.0,6100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2482.7000000000003,,,True,2010-04-01,,True
00000007703604,E09000031,Waltham Forest,Outer London - East and North East,202979057,STAND 40,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,266.6,10500.0,2010-04-01 00:00:00+00:00,2010,2011-03,4273.5,DU BOIS ENTERPRISES LTD,4337.17,True,1994-04-01,6209.0,True
00000007703638,E09000031,Waltham Forest,Outer London - East and North East,202982057,STAND 43,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,124.6,6100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2482.7000000000003,A.W. CAVANAGH SPITALFIELDS LTD,0.0,True,1994-04-01,6209.0,True
00000007703642,E09000031,Waltham Forest,Outer London - East and North East,202983057,STAND 44,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,34.9,1725.0,2010-04-01 00:00:00+00:00,2010,2011-03,702.075,,,True,2010-04-01,,True
0000000770368B,E09000031,Waltham Forest,Outer London - East and North East,202987057,STAND 48,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,63.2,2500.0,2010-04-01 00:00:00+00:00,2010,2011-03,1017.5000000000001,,,True,2010-04-01,,True
00000007703695,E09000031,Waltham Forest,Outer London - East and North East,202988057,STAND 49,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,84.3,3350.0,2010-04-01 00:00:00+00:00,2010,2011-03,1363.45,,,True,2010-04-01,,True
00000007703708,E09000031,Waltham Forest,Outer London - East and North East,202989057,STAND 50,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,129.0,9600.0,2010-04-01 00:00:00+00:00,2010,2011-03,3907.2000000000003,,,True,2010-04-01,,True
00000007703712,E09000031,Waltham Forest,Outer London - East and North East,202990057,STAND 51,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,232.6,10250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4171.75,PAYNE SIMMONS LTD,334.15,True,1994-04-01,6209.0,True
00000007703727,E09000031,Waltham Forest,Outer London - East and North East,202991057,STAND 52,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,373.2,14750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6003.25,DAVID CATT (SPITALFIELDS) LTD,6055.67,True,1997-11-14,4886.0,True
00000007703731,E09000031,Waltham Forest,Outer London - East and North East,202992057,STAND 53,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,166.63,4500.0,2010-01-27 00:00:00+00:00,2010,2011-03,1831.5000000000002,M H MALIK PRODUCE LTD,2516.42,True,2007-03-16,1477.0,True
00000007703746,E09000031,Waltham Forest,Outer London - East and North East,202993057,STAND 54,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,55.0,2500.0,2010-04-01 00:00:00+00:00,2010,2011-03,1017.5000000000001,,,True,2010-04-01,,True
0000000770375B,E09000031,Waltham Forest,Outer London - East and North East,202994057,STAND 55,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,293.8,13000.0,2010-04-01 00:00:00+00:00,2010,2011-03,5291.0,,,True,2010-04-01,,True
00000007703765,E09000031,Waltham Forest,Outer London - East and North East,202995057,STAND 56,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,79.5,3800.0,2010-04-01 00:00:00+00:00,2010,2011-03,1546.6000000000001,,,True,2010-04-01,,True
0000000770377A,E09000031,Waltham Forest,Outer London - East and North East,202996057,STAND 57,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,123.2,5200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2116.4,KENYA VEG LIMITED,3142.4,True,1998-05-19,4700.0,True
00000007703784,E09000031,Waltham Forest,Outer London - East and North East,202997057,STAND 58,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,236.8,10750.0,2010-04-01 00:00:00+00:00,2010,2011-03,4375.25,KENYA VEG LTD,4255.33,True,1994-04-01,6209.0,True
00000007703799,E09000031,Waltham Forest,Outer London - East and North East,202998057,STAND 59,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,153.1,6800.0,2010-04-01 00:00:00+00:00,2010,2011-03,2767.6000000000004,,,True,2010-04-01,,True
00000007703816,E09000031,Waltham Forest,Outer London - East and North East,203000057,STAND 61,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,84.3,3350.0,2010-04-01 00:00:00+00:00,2010,2011-03,1363.45,,,True,2010-04-01,,True
00000007703835,E09000031,Waltham Forest,Outer London - East and North East,203002057,STAND 63,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,217.0,9700.0,2010-04-01 00:00:00+00:00,2010,2011-03,3947.9,,,True,2010-04-01,,True
00000007703869,E09000031,Waltham Forest,Outer London - East and North East,203005057,STAND 66,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,120.37,5400.0,2010-04-01 00:00:00+00:00,2010,2011-03,2197.8,,,True,2010-04-01,,True
00000007703892,E09000031,Waltham Forest,Outer London - East and North East,203008057,STAND 69,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,77.2,4650.0,2010-04-01 00:00:00+00:00,2010,2011-03,1892.5500000000002,A1 VEG LIMITED,2553.2,True,2006-07-13,1723.0,True
00000007703905,E09000031,Waltham Forest,Outer London - East and North East,203009057,STAND 70,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,143.3,7000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2849.0,A1 VEG LIMITED,4075.3,True,2005-07-23,2078.0,True
0000000770391A,E09000031,Waltham Forest,Outer London - East and North East,203010057,STAND 71,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,78.6,6200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2523.4,,,True,2010-04-01,,True
00000007703924,E09000031,Waltham Forest,Outer London - East and North East,203011057,STAND 72,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,171.1,7900.0,2010-04-01 00:00:00+00:00,2010,2011-03,3215.3,,,True,2010-04-01,,True
00000007703939,E09000031,Waltham Forest,Outer London - East and North East,203012057,STAND 73,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,37.9,2150.0,2010-04-01 00:00:00+00:00,2010,2011-03,875.0500000000001,,,True,2010-04-01,,True
00000007703943,E09000031,Waltham Forest,Outer London - East and North East,203013057,STAND 74,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,107.9,4300.0,2010-04-01 00:00:00+00:00,2010,2011-03,1750.1000000000001,EURO FRESH LTD,0.0,True,2005-08-18,2052.0,True
00000007703958,E09000031,Waltham Forest,Outer London - East and North East,203015057,STAND 76,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,228.5,11000.0,2010-02-16 00:00:00+00:00,2010,2011-03,4477.0,,,True,2010-02-16,,True
00000007703962,E09000031,Waltham Forest,Outer London - East and North East,203016057,STAND 77,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,337.06,8600.0,2010-02-09 00:00:00+00:00,2010,2011-03,3500.2000000000003,BALA IMPEX LTD,0.0,True,2004-04-01,2556.0,True
00000007703977,E09000031,Waltham Forest,Outer London - East and North East,203017057,STAND 78,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,40.0,1675.0,2010-04-01 00:00:00+00:00,2010,2011-03,681.725,,,True,2010-04-01,,True
00000007703981,E09000031,Waltham Forest,Outer London - East and North East,203018057,STAND 79,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,324.6,13750.0,2010-04-01 00:00:00+00:00,2010,2011-03,5596.25,,,True,2010-04-01,,True
00000007703996,E09000031,Waltham Forest,Outer London - East and North East,203019057,STAND 80,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,288.6,7200.0,2010-01-27 00:00:00+00:00,2010,2011-03,2930.4,INTERNATIONAL GROWERS & WHOLESALERS LIMITED,0.0,True,2010-04-01,365.0,True
00000007704005,E09000031,Waltham Forest,Outer London - East and North East,203020057,STAND 81,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,36.6,1650.0,2010-04-01 00:00:00+00:00,2010,2011-03,671.5500000000001,S. OLIVER LTD,0.0,True,1994-04-01,6209.0,True
0000000770401A,E09000031,Waltham Forest,Outer London - East and North East,203021057,STAND 82,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,163.2,7600.0,2010-04-01 00:00:00+00:00,2010,2011-03,3093.2000000000003,,,True,2010-04-01,,True
00000007704058,E09000031,Waltham Forest,Outer London - East and North East,203534057,88A,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,164.9,6500.0,2010-04-01 00:00:00+00:00,2010,2011-03,2645.5,S THOROGOOD & SONS (COVENT GARDEN) LTD,4026.2,True,1994-04-01,6209.0,True
00000007704062,E09000031,Waltham Forest,Outer London - East and North East,203539057,88B,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,264.99,8200.0,2010-02-09 00:00:00+00:00,2010,2011-03,3337.4,,,True,2010-02-09,,True
00000007704081,E09000031,Waltham Forest,Outer London - East and North East,203027057,STAND 85,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,81.84,2025.0,2010-02-09 00:00:00+00:00,2010,2011-03,824.1750000000001,,,True,2010-02-09,,True
00000007704096,E09000031,Waltham Forest,Outer London - East and North East,203028057,STAND 86,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,173.82,5400.0,2010-02-09 00:00:00+00:00,2010,2011-03,2197.8,,,True,2010-02-09,,True
00000007704128,E09000031,Waltham Forest,Outer London - East and North East,203035057,STAND 91,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,77.3,3400.0,2010-04-01 00:00:00+00:00,2010,2011-03,1383.8000000000002,EVERGREEN (SPITALFIELDS) LTD,0.0,True,2010-05-27,309.0,True
00000007704132,E09000031,Waltham Forest,Outer London - East and North East,203036057,STAND 92,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,273.48,8000.0,2010-02-09 00:00:00+00:00,2010,2011-03,3256.0,J & J PARSONS (LONDON) LIMITED,0.0,True,2002-06-21,3206.0,True
00000007704151,E09000031,Waltham Forest,Outer London - East and North East,203038057,STAND 94,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,470.1,15500.0,2010-02-16 00:00:00+00:00,2010,2011-03,6308.5,ARTHUR HUTCHINSON LTD,5892.0,True,2007-10-30,1249.0,True
00000007704166,E09000031,Waltham Forest,Outer London - East and North East,203039057,STAND 95,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,118.4,5200.0,2010-04-01 00:00:00+00:00,2010,2011-03,2116.4,LONDON FRUIT & VEG LTD,3093.3,True,2002-05-31,3227.0,True
00000007704185,E09000031,Waltham Forest,Outer London - East and North East,203041057,STAND 97,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,204.91,7500.0,2010-02-11 00:00:00+00:00,2010,2011-03,3052.5,STABLEWOOD LIMITED,4419.0,True,1998-06-04,4684.0,True
0000000770419A,E09000031,Waltham Forest,Outer London - East and North East,203042057,STAND 98,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,447.34,17000.0,2010-02-17 00:00:00+00:00,2010,2011-03,6919.000000000001,,,True,2010-02-17,,True
00000007704202,E09000031,Waltham Forest,Outer London - East and North East,203043057,STAND 99,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,309.4,12750.0,2010-04-01 00:00:00+00:00,2010,2011-03,5189.25,,,True,2010-04-01,,True
00000007704217,E09000031,Waltham Forest,Outer London - East and North East,203045057,STAND 101,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,134.4,5800.0,2010-04-01 00:00:00+00:00,2010,2011-03,2360.6000000000004,,,True,2010-04-01,,True
00000007704221,E09000031,Waltham Forest,Outer London - East and North East,203046057,STAND 102,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,90.91,3600.0,2010-02-02 00:00:00+00:00,2010,2011-03,1465.2,,,True,2010-02-02,,True
00000007704236,E09000031,Waltham Forest,Outer London - East and North East,203047057,STAND 103,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,110.5,4850.0,2010-04-01 00:00:00+00:00,2010,2011-03,1973.95,,,True,2010-04-01,,True
0000000770424B,E09000031,Waltham Forest,Outer London - East and North East,203048057,STAND 104,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,81.0,3550.0,2010-04-01 00:00:00+00:00,2010,2011-03,1444.8500000000001,,,True,2010-04-01,,True
00000007704255,E09000031,Waltham Forest,Outer London - East and North East,203049057,STAND 105,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,239.7,20500.0,2010-04-01 00:00:00+00:00,2010,2011-03,8343.5,,,True,2010-04-01,,True
00000007704289,E09000031,Waltham Forest,Outer London - East and North East,203052057,STAND 108,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,200.3,8300.0,2010-04-01 00:00:00+00:00,2010,2011-03,3378.1000000000004,AMER SUPERFRESH LIMITED,0.0,True,2004-12-31,2282.0,True
00000007704293,E09000031,Waltham Forest,Outer London - East and North East,203053057,STAND 109,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,136.33,12750.0,2010-04-01 00:00:00+00:00,2010,2011-03,5189.25,,,True,2010-04-01,,True
00000007704306,E09000031,Waltham Forest,Outer London - East and North East,6635547000,FLORAL BUFFET NEW SPITALFIELDS MARKET 11,SHERRIN ROAD,LONDON,E10 5SG,Cafes,409,Retail Restaurants & Cafes,Retail,76.2,8300.0,2010-04-01 00:00:00+00:00,2010,2011-03,3378.1000000000004,,,True,2010-04-01,,True
0000000770431B,E09000031,Waltham Forest,Outer London - East and North East,6635553000,CAFE SHA NEW SPITALFIELDS MARKET 9,SHERRIN ROAD,LONDON,E10 5SG,Cafes,409,Retail Restaurants & Cafes,Retail,76.2,8300.0,2010-04-01 00:00:00+00:00,2010,2011-03,3378.1000000000004,,,True,2010-04-01,,True
00000007704325,E09000031,Waltham Forest,Outer London - East and North East,6635571000,DINOS CAFE NEW SPITALFIELDS MARKET 7,SHERRIN ROAD,LONDON,E10 5SG,Cafes,409,Retail Restaurants & Cafes,Retail,46.4,5100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2075.7000000000003,,,True,2010-04-01,,True
0000000770433A,E09000031,Waltham Forest,Outer London - East and North East,6635591000,MARKET CAFE NEW SPITALFIELDS MARKET 5,SHERRIN ROAD,LONDON,E10 5SG,Cafes,409,Retail Restaurants & Cafes,Retail,53.2,5800.0,2010-04-01 00:00:00+00:00,2010,2011-03,2360.6000000000004,,,True,2010-04-01,,True
00000007704344,E09000031,Waltham Forest,Outer London - East and North East,6635580000,MARKET PORTERS CAFE NEW SPITALFIELDS MARKET 3,SHERRIN ROAD,LONDON,E10 5SG,Cafes,409,Retail Restaurants & Cafes,Retail,61.0,6700.0,2010-04-01 00:00:00+00:00,2010,2011-03,2726.9,,,True,2010-04-01,,True
00000007704362,E09000031,Waltham Forest,Outer London - East and North East,6086329000,UNITS 1-4,SHERRIN ROAD,LONDON,E10 5SQ,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",096,Industrial General,Industrial,1341.52,62500.0,2010-04-01 00:00:00+00:00,2010,2011-03,25875.0,COOKS DELIGHT LTD,,True,2008-03-06,1121.0,True
00000007704363,E09000031,Waltham Forest,Outer London - East and North East,203965057,UNIT 1 SPITAL HOUSE 27,SHERRIN ROAD,LONDON,E10 5SQ,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",096,Industrial General,Industrial,385.81,14000.0,2010-04-01 00:00:00+00:00,2010,2011-03,5698.0,4DEGREESC LIMITED,11170.8,True,2008-04-01,1095.0,True
00000007704378,E09000031,Waltham Forest,Outer London - East and North East,3034056000,UNIT 2 SPITAL HOUSE 27,SHERRIN ROAD,LONDON,E10 5SQ,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",096,Industrial General,Industrial,368.57,17750.0,2010-04-01 00:00:00+00:00,2010,2011-03,7224.250000000001,,,True,2010-04-01,,True
00000007704382,E09000031,Waltham Forest,Outer London - East and North East,6637131000,OFFICE 1 FIRST FLOOR B 3,NEW SPITALFIELDS MARKET,LONDON,E10 5SG,Offices (Inc Computer Centres),203,Office General,Office,19.2,3050.0,2010-04-01 00:00:00+00:00,2010,2011-03,1241.3500000000001,,,True,2010-04-01,,True
00000007704397,E09000031,Waltham Forest,Outer London - East and North East,204007057,1ST F OFFICE A 3,SHERRIN ROAD,LONDON,E10 5SQ,Offices (Inc Computer Centres),203,Office General,Office,17.3,2750.0,2010-04-01 00:00:00+00:00,2010,2011-03,1119.25,,,True,2010-04-01,,True
0000000770440A,E09000031,Waltham Forest,Outer London - East and North East,204012057,1ST F 7,SHERRIN ROAD,LONDON,E10 5SQ,Offices (Inc Computer Centres),203,Office General,Office,43.87,7000.0,2010-04-01 00:00:00+00:00,2010,2011-03,2849.0,,,True,2010-04-01,,True
00000007704429,E09000031,Waltham Forest,Outer London - East and North East,203044057,STAND 100,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,72.6,14000.0,2010-04-01 00:00:00+00:00,2010,2011-03,5698.0,,,True,2010-04-01,,True
00000007704433,E09000031,Waltham Forest,Outer London - East and North East,203014057,STAND 75,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,231.2,10500.0,2010-04-01 00:00:00+00:00,2010,2011-03,4273.5,,,True,2010-04-01,,True
00000007704452,E09000031,Waltham Forest,Outer London - East and North East,204226057,GATE HOUSE,SHERRIN ROAD,LONDON,E10 5SQ,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",096,Industrial General,Industrial,123.82,8000.0,2010-12-16 00:00:00+00:00,2010,2011-03,3256.0,,,True,2010-12-16,,True
00000007704467,E09000031,Waltham Forest,Outer London - East and North East,6635609000,13,NEW SPITALFIELDS MARKET,LONDON,E10 5SG,Land Used For Storage,148,Warehousing  Large Scale and High Bay,Industrial,100.0,2000.0,2010-04-01 00:00:00+00:00,2010,2011-03,814.0,,,True,2010-04-01,,True
00000007704471,E09000031,Waltham Forest,Outer London - East and North East,6635611000,17,NEW SPITALFIELDS MARKET,LONDON,E10 5SG,Land Used For Storage,148,Warehousing  Large Scale and High Bay,Industrial,220.0,4400.0,2010-04-01 00:00:00+00:00,2010,2011-03,1790.8000000000002,,,True,2010-04-01,,True
00000007704486,E09000031,Waltham Forest,Outer London - East and North East,6635610000,15,NEW SPITALFIELDS MARKET,LONDON,E10 5SG,Land Used For Storage,148,Warehousing  Large Scale and High Bay,Industrial,132.0,2600.0,2010-04-01 00:00:00+00:00,2010,2011-03,1058.2,,,True,2010-04-01,,True
0000000770449B,E09000031,Waltham Forest,Outer London - East and North East,204008057,GND F 7,SHERRIN ROAD,LONDON,E10 5SQ,Stores,268,Retail High Street,Retail,38.84,2950.0,2010-04-01 00:00:00+00:00,2010,2011-03,1200.65,,,True,2010-04-01,,True
00000007704503,E09000031,Waltham Forest,Outer London - East and North East,204011057,GND F 3,SHERRIN ROAD,LONDON,E10 5SQ,Stores,268,Retail High Street,Retail,110.83,4350.0,2010-04-01 00:00:00+00:00,2010,2011-03,1770.45,,,True,2010-04-01,,True
00000007704518,E09000031,Waltham Forest,Outer London - East and North East,234712057,GND F AND PART 1ST F 5,SHERRIN ROAD,LONDON,E10 5SQ,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",096,Industrial General,Industrial,107.74,7500.0,2010-12-17 00:00:00+00:00,2010,2011-03,3052.5,,,True,2010-12-17,,True
00000007704522,E09000031,Waltham Forest,Outer London - East and North East,237315057,ROOMS 14-18 (1ST F),SHERRIN ROAD,LONDON,E10 5SQ,Offices (Inc Computer Centres),203,Office General,Office,161.9,23250.0,2010-04-01 00:00:00+00:00,2010,2011-03,9462.75,,,True,2010-04-01,,True
00000007704537,E09000031,Waltham Forest,Outer London - East and North East,203029057,STAND 87,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,99.3,4300.0,2010-04-01 00:00:00+00:00,2010,2011-03,1750.1000000000001,S THOROGOOD & SONS (COVENT GARDEN) LTD,2553.2,True,1994-11-23,5973.0,True
0000000770521A,E09000031,Waltham Forest,Outer London - East and North East,574057,20,ADDISON ROAD,LONDON,E17 9LZ,Day Nurseries/Play Schools,085,Office General,Office,111.58,10000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4070.0000000000005,,,True,2010-04-01,,True
00000007706015,E09000031,Waltham Forest,Outer London - East and North East,237316057,ROOM 19 (1ST F),SHERRIN ROAD,LONDON,E10 5SQ,Offices (Inc Computer Centres),203,Office General,Office,42.2,6100.0,2010-04-01 00:00:00+00:00,2010,2011-03,2482.7000000000003,,,True,2010-04-01,,True
00000007706034,E09000031,Waltham Forest,Outer London - East and North East,237259057,UNIT 3,SHERRIN ROAD,LONDON,E10 5SQ,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",096,Industrial General,Industrial,655.98,26750.0,2010-04-01 00:00:00+00:00,2010,2011-03,10887.25,,,True,2010-04-01,,True
00000007706072,E09000031,Waltham Forest,Outer London - East and North East,247801057,STAND 106 NEW SPITALFIELDS MARKET 1,SHERRIN ROAD,LONDON,E10 5SQ,"Pitches for Stalls, Sales or Promotions",427,Retail High Street,Retail,174.84,5600.0,2010-02-17 00:00:00+00:00,2010,2011-03,2279.2000000000003,,,True,2010-02-17,,True
